GID,COND,DAY,H,HUMD,OU,PTSH,PTSV,SEAS,SPRV,STAD,SURF,TEMP,V,WDIR,WEEK,WSPD
886,Dome,SUN,STL,\N,49.0,34,24,2003,4.0,Edward Jones Dome,AstroTurf,,GB,\N,7,\N
887,Sunny,MN,OAK,53,47.0,10,17,2003,-3.5,Network Associates Coliseum,Grass,75.0,KC,NW,7,8
888,\N,SUN,ARI,17,41.0,16,13,2003,-6.5,Sun Devil Stadium,Grass,80.0,SF,VAR,8,3
889,Chance Rain,SUN,BAL,\N,38.0,26,6,2003,1.5,M&T Bank Stadium,MomentumTurf,67.0,DEN,SW,8,15
890,Mostly Cloudy,SUN,CHI,70,37.0,24,16,2003,3.0,Soldier Field,Grass,46.0,DET,NW,8,10
891,Chance Rain,SUN,CIN,86,42.0,27,24,2003,-1.5,Paul Brown Stadium,Grass,49.0,SEA,NE,8,5
892,Dome,SUN,IND,\N,42.5,30,21,2003,13.0,RCA Dome,AstroTurf,,HOU,\N,8,\N
893,Chance Rain,SUN,JAC,\N,44.0,17,30,2003,-3.5,Alltel Stadium,Grass,80.0,TEN,E,8,10
894,Dome,SUN,MIN,\N,44.0,17,29,2003,5.5,Metrodome,AstroTurf,58.0,NYG,\N,8,\N
895,Light Rain,SUN,NE,80,37.5,9,3,2003,5.0,Gillette Stadium,Grass,62.0,CLE,SSW,8,19
896,Dome,SUN,NO,\N,39.0,20,23,2003,2.0,Louisiana Superdome,AstroTurf,78.0,CAR,\N,8,\N
897,Cloudy,SUN,PHI,81,36.5,24,17,2003,3.0,Lincoln Financial Field,Grass,67.0,NYJ,S,8,14
898,Light Rain,SUN,PIT,93,46.0,21,33,2003,1.5,Heinz Field,Grass,59.0,STL,S,8,8
899,Chance Rain,SUN,TB,60,36.5,16,0,2003,6.5,Raymond James Stadium,Grass,82.0,DAL,ESE,8,8
900,Cloudy,SN,KC,50,43.5,38,5,2003,6.5,Arrowhead Stadium,Grass,45.0,BUF,SSW,8,5
901,\N,MN,SD,12,37.5,10,26,2003,-3.0,Sun Devil Stadium,Grass,79.0,MIA,VAR,8,3
902,\N,SUN,ARI,38,39.0,17,14,2003,-3.0,Sun Devil Stadium,Grass,75.0,CIN,W,9,9
903,Dome,SUN,ATL,\N,39.5,16,23,2003,-4.5,Georgia Dome,FieldTurf,73.0,PHI,\N,9,\N
904,Sunny,SUN,BAL,66,37.0,24,17,2003,7.0,M&T Bank Stadium,MomentumTurf,71.0,JAC,\N,9,\N
905,Rain,SUN,CHI,96,40.0,20,7,2003,2.5,Soldier Field,Grass,57.0,SD,\N,9,\N
906,Cloudy,SUN,DAL,67,38.0,21,14,2003,4.0,Texas Stadium,AstroTurf,79.0,WAS,S,9,13
907,Dome,SUN,DET,\N,39.0,23,13,2003,-2.5,Ford Field,FieldTurf,71.0,OAK,\N,9,\N
908,Closed Roof,SUN,HOU,\N,37.0,14,10,2003,-6.5,Reliant Stadium,Grass,,CAR,\N,9,\N
909,Partly Sunny,SUN,MIA,64,39.0,17,23,2003,3.0,Pro Player Stadium,Grass,82.0,IND,NE,9,14
910,Clear,SUN,NYJ,70,38.5,28,31,2003,-2.5,The Meadowlands,FieldTurf,66.0,NYG,S,9,5
911,Partly Cloudy,SUN,SF,55,44.5,30,10,2003,-4.0,3COM Park at Candlestick Park,Grass,58.0,STL,W,9,12
912,Sunny,SUN,SEA,68,44.5,23,16,2003,4.5,Seahawks Stadium,FieldTurf,44.0,PIT,S,9,8
913,Partly Cloudy,SUN,TB,62,39.0,14,17,2003,8.0,Raymond James Stadium,Grass,82.0,NO,NE,9,12
914,Dome,SN,MIN,\N,48.5,27,30,2003,4.5,Metrodome,AstroTurf,,GB,\N,9,\N
915,Foggy,MN,DEN,0,35.5,26,30,2003,2.5,Invesco Field at Mile High,Grass,35.0,NE,\N,9,\N
916,Sunny,SUN,CAR,46,34.0,27,24,2003,-3.0,Ericsson Stadium,Grass,50.0,TB,NW,10,13
917,Sunny,SUN,CIN,51,39.5,34,27,2003,5.0,Paul Brown Stadium,Grass,43.0,HOU,E,10,7
918,Partly Cloudy,SUN,DAL,77,37.0,10,6,2003,4.0,Texas Stadium,AstroTurf,55.0,BUF,N,10,8
919,Dome,SUN,DET,\N,37.5,12,10,2003,2.0,Ford Field,FieldTurf,72.0,CHI,\N,10,\N
920,\N,SUN,JAC,77,44.5,28,23,2003,-6.0,Alltel Stadium,Grass,62.0,IND,NE,10,20
921,Cloudy,SUN,KC,57,43.5,41,20,2003,9.5,Arrowhead Stadium,Grass,45.0,CLE,SE,10,8
922,Sunny,SUN,NYG,32,41.5,7,27,2003,10.5,Giants Stadium,FieldTurf,40.0,ATL,N,10,5
923,Mostly Cloudy,SUN,OAK,75,38.0,24,27,2003,-3.0,Network Associates Coliseum,Grass,61.0,NYJ,S,10,10
924,Fair,SUN,PIT,38,40.5,28,15,2003,7.0,Heinz Field,Grass,38.0,ARI,VAR,10,5
925,Partly Cloudy,SUN,SD,57,43.5,42,28,2003,-5.5,Qualcomm Stadium,Grass,66.0,MIN,WSW,10,9
926,Mostly Sunny,SUN,TEN,50,40.0,31,7,2003,5.0,The Coliseum,Grass,49.0,MIA,NE,10,6
927,Sunny,SUN,WAS,44,40.0,27,20,2003,-3.0,FedExField,Grass,42.0,SEA,NE,10,4
928,Dome,SN,STL,\N,43.0,33,22,2003,7.0,Edward Jones Dome,AstroTurf,,BAL,\N,10,\N
929,Rain,MN,GB,96,43.5,14,17,2003,4.5,Lambeau Field,Grass,39.0,PHI,S,10,8
930,Cloudy,SUN,BUF,80,37.5,10,12,2003,7.0,Ralph Wilson Stadium,AstroPlay,47.0,HOU,S,11,6
931,Mostly Cloudy,SUN,CAR,65,36.5,20,17,2003,6.0,Ericsson Stadium,Grass,63.0,WAS,SW,11,7
932,Light Rain,SUN,CHI,93,42.0,21,23,2003,-6.0,Soldier Field,Grass,48.0,STL,\N,11,\N
933,Chance Rain,SUN,CIN,96,47.0,24,19,2003,-6.0,Paul Brown Stadium,Grass,54.0,KC,S,11,4
934,Light Rain,SUN,CLE,89,37.5,44,6,2003,6.0,Cleveland Browns Stadium,Grass,43.0,ARI,S,11,9
935,Mostly Cloudy,SUN,DEN,25,44.0,37,8,2003,8.0,Invesco Field at Mile High,Grass,52.0,SD,NE,11,6
936,Dome,SUN,IND,\N,43.0,38,31,2003,6.0,RCA Dome,AstroTurf,,NYJ,\N,11,\N
937,Mostly Sunny,SUN,MIA,60,33.5,9,6,2003,5.5,Pro Player Stadium,Grass,79.0,BAL,E,11,16
938,Dome,SUN,NO,\N,43.5,23,20,2003,8.5,Louisiana Superdome,AstroPlay,77.0,ATL,\N,11,\N
939,Mostly Cloudy,SUN,OAK,72,45.5,28,18,2003,-4.5,Network Associates Coliseum,Grass,55.0,MIN,SW,11,6
940,Mostly Cloudy,SUN,PHI,59,38.0,28,10,2003,3.5,Lincoln Financial Field,Grass,52.0,NYG,SSW,11,6
941,Rain,SUN,SEA,93,40.5,35,14,2003,10.5,Seahawks Stadium,FieldTurf,46.0,DET,SE,11,9
942,Partly Cloudy,SUN,TB,47,40.0,13,20,2003,4.0,Raymond James Stadium,Grass,80.0,GB,S,11,5
943,Light Rain,SUN,TEN,96,45.0,10,3,2003,10.0,The Coliseum,Grass,60.0,JAC,SW,11,6
944,Cloudy,SN,NE,64,35.0,12,0,2003,4.0,Gillette Stadium,Grass,33.0,DAL,\N,11,\N
945,Partly Cloudy,MN,SF,80,41.5,30,14,2003,4.0,3COM Park,Grass,57.0,PIT,W,11,14
946,Sunny,SUN,ARI,11,43.0,27,30,2003,-7.5,Sun Devil Stadium,Grass,58.0,STL,\N,12,\N
947,Dome,SUN,ATL,\N,44.0,31,38,2003,-6.5,Georgia Dome,FieldTurf,,TEN,\N,12,\N
948,Partly Cloudy,SUN,BAL,80,36.5,44,41,2003,3.0,M&T Bank Stadium,MomentumTurf,55.0,SEA,\N,12,\N
949,Mostly Sunny,SUN,BUF,42,37.5,14,17,2003,-3.0,Ralph Wilson Stadium,AstroPlay,70.0,IND,SSW,12,21
950,Sunny,SUN,CLE,59,40.5,6,13,2003,3.0,Cleveland Browns Stadium,Grass,61.0,PIT,S,12,17
951,Cloudy,SUN,DAL,53,33.0,24,20,2003,3.0,Texas Stadium,AstroTurf,44.0,CAR,N,12,13
952,Sunny,SUN,DEN,43,39.5,10,19,2003,10.5,Invesco Field at Mile High,Grass,18.0,CHI,SE,12,8
953,Light Rain,SUN,GB,0,42.0,20,10,2003,4.5,Lambeau Field,Grass,38.0,SF,NE,12,10
954,Closed Roof,SUN,HOU,\N,37.0,20,23,2003,-6.0,Reliant Stadium,Grass,,NE,\N,12,\N
955,Cloudy,SUN,KC,76,45.0,27,24,2003,11.0,Arrowhead Stadium,Grass,30.0,OAK,WNW,12,14
956,Dome,SUN,MIN,\N,47.5,24,14,2003,10.5,Metrodome,AstroTurf,73.0,DET,\N,12,\N
957,Clear,SUN,NYJ,73,42.5,13,10,2003,4.0,The Meadowlands,FieldTurf,53.0,JAC,\N,12,\N
958,Mostly Cloudy,SUN,PHI,77,39.0,33,20,2003,5.5,Lincoln Financial Field,Grass,56.0,NO,E,12,3
959,Sunny,SUN,SD,49,43.0,27,34,2003,-3.0,Qualcomm Stadium,Grass,67.0,CIN,WSW,12,9
960,Clear,SN,MIA,66,35.0,24,23,2003,6.5,Pro Player Stadium,Grass,74.0,WAS,E,12,10
961,Chance Rain,MN,TB,90,37.5,19,13,2003,5.5,Raymond James Stadium,Grass,70.0,NYG,\N,12,\N
962,Partly Cloudy,THU,DAL,26,34.5,21,40,2003,3.0,Texas Stadium,AstroTurf,60.0,MIA,N,13,13
963,Dome,THU,DET,\N,44.0,22,14,2003,-6.5,Ford Field,FieldTurf,74.0,GB,\N,13,\N
964,\N,SUN,BAL,51,37.0,44,6,2003,3.0,M&T Bank Stadium,MomentumTurf,42.0,SF,SW,13,10
965,Sunny,SUN,CAR,16,36.0,16,25,2003,1.5,Ericsson Stadium,Grass,59.0,PHI,W,13,12
966,Sunny,SUN,CHI,42,36.0,28,3,2003,4.5,Soldier Field,Grass,51.0,ARI,SW,13,12
967,Closed Roof,SUN,HOU,\N,40.5,17,13,2003,3.0,Reliant Stadium,Grass,,ATL,\N,13,\N
968,Dome,SUN,IND,\N,43.5,34,38,2003,4.0,RCA Dome,AstroTurf,,NE,\N,13,\N
969,Sunny,SUN,NYG,42,35.0,7,24,2003,3.0,Giants Stadium,FieldTurf,47.0,BUF,W,13,16
970,Light Rain,SUN,OAK,93,42.0,8,22,2003,-3.0,Network Associates Coliseum,Grass,55.0,DEN,N,13,8
971,Mostly Cloudy,SUN,PIT,53,41.5,20,24,2003,3.0,Heinz Field,Grass,41.0,CIN,WSW,13,14
972,Sunny,SUN,SD,48,48.5,24,28,2003,-7.0,Qualcomm Stadium,Grass,71.0,KC,WSW,13,8
973,Sunny,SUN,SEA,85,41.5,34,7,2003,5.5,Seahawks Stadium,FieldTurf,42.0,CLE,NE,13,9
974,Dome,SUN,STL,\N,51.0,48,17,2003,6.0,Edward Jones Dome,AstroTurf,,MIN,\N,13,\N
975,Cloudy,SUN,WAS,51,41.0,20,24,2003,1.0,FedExField,Grass,49.0,NO,SW,13,9
976,\N,SN,JAC,\N,37.0,17,10,2003,-3.5,Alltel Stadium,Grass,46.0,TB,\N,13,\N
977,Partly Cloudy,MN,NYJ,62,42.0,24,17,2003,-1.0,Meadowlands,FieldTurf,37.0,TEN,NNW,13,9
978,Mostly Sunny,SUN,BAL,53,40.0,31,13,2003,3.5,M & T Bank Stadium,MomentumTurf,34.0,CIN,NW,14,20
979,Clear,SUN,BUF,41,36.0,17,6,2003,3.0,Ralph Wilson Stadium,FieldTurf,30.0,NYJ,WNW,14,12
980,Partly Cloudy,SUN,DEN,23,45.5,45,27,2003,2.5,Invesco Field at Mile High,Grass,63.0,KC,W,14,8
981,Dome,SUN,DET,\N,43.5,7,14,2003,3.0,Ford Field,FieldTurf,72.0,SD,\N,14,\N
982,Mostly Cloudy,SUN,GB,78,39.0,34,21,2003,7.0,Lambeau Field,Grass,35.0,CHI,SE,14,16
983,Clear,SUN,JAC,\N,39.0,27,0,2003,6.0,Alltel Stadium,Grass,56.0,HOU,N,14,7
984,Dome,SUN,MIN,\N,51.5,34,7,2003,1.5,Metrodome,AstroTurf,66.0,SEA,\N,14,\N
985,Snow,SUN,NE,69,35.5,12,0,2003,3.0,Gillette Stadium,Grass,28.0,MIA,N,14,20
986,Dome,SUN,NO,\N,40.5,7,14,2003,2.0,Louisiana Superdome,AstroPlay,49.0,TB,\N,14,\N
987,Mostly Sunny,SUN,NYG,57,37.0,7,20,2003,3.0,Giants Stadium,FieldTurf,27.0,WAS,NNW,14,15
988,Partly Cloudy,SUN,PHI,51,36.5,36,10,2003,5.5,Lincoln Financial Field,Grass,30.0,DAL,NW,14,23
989,Partly Cloudy,SUN,PIT,54,40.5,27,7,2003,5.0,Heinz Field,Grass,30.0,OAK,WNW,14,7
990,Chance Rain,SUN,SF,66,41.5,50,14,2003,10.0,3COM Park,Grass,58.0,ARI,W,14,15
991,Sunny,SUN,TEN,70,46.0,27,29,2003,3.5,The Coliseum,Grass,42.0,IND,\N,14,\N
992,Dome,SN,ATL,\N,41.0,20,14,2003,-1.0,Georgia Dome,FieldTurf,,CAR,\N,14,\N
993,Cloudy,MN,CLE,62,43.0,20,26,2003,-4.0,Cleveland Browns Stadium,Grass,35.0,STL,SE,14,10
994,Clear,SUN,ARI,36,38.5,17,20,2003,-6.5,Sun Devil Stadium,Grass,63.0,CAR,S,15,4
995,Cloudy,SUN,CHI,78,40.5,13,10,2003,-3.0,Soldier Field,Grass,33.0,MIN,W,15,6
996,Light Snow,SUN,CIN,92,41.5,41,38,2003,2.5,Paul Brown Stadium,Grass,30.0,SF,WSW,15,5
997,Partly Cloudy,SUN,DEN,37,43.0,23,20,2003,10.5,Invesco Field at Mile High,Grass,52.0,CLE,S,15,6
998,Dome,SUN,IND,\N,48.0,38,7,2003,7.5,RCA Dome,AstroTurf,,ATL,\N,15,\N
999,Cloudy,SUN,KC,88,44.5,45,17,2003,14.0,Arrowhead Stadium,Grass,29.0,DET,S,15,12
1000,Snow,SUN,NE,50,35.0,27,13,2003,6.5,Gillette Stadium,Grass,25.0,JAC,N,15,8
1001,Snow,SUN,NYJ,0,39.0,6,0,2003,3.0,The Meadowlands,FieldTurf,30.0,PIT,E,15,15
1002,Sunny,SUN,OAK,57,39.5,20,12,2003,-6.5,Network Associates Coliseum,Grass,55.0,BAL,S,15,7
1003,Clear,SUN,SD,52,46.0,21,38,2003,-5.0,Qualcomm Stadium,Grass,61.0,GB,WSW,15,8
1004,Dome,SUN,STL,\N,51.5,27,22,2003,7.0,Edward Jones Dome,AstroTurf,,SEA,\N,15,\N
1005,Chance Rain,SUN,TB,93,37.0,16,3,2003,10.5,Raymond James Stadium,Grass,67.0,HOU,SW,15,7
1006,Cloudy,SUN,TEN,89,38.5,28,26,2003,6.0,The Coliseum,Grass,37.0,BUF,NNW,15,10
1007,Rain,SUN,WAS,92,35.5,0,27,2003,-1.0,FedExField,Grass,36.0,DAL,NE,15,13
1008,Dome,SN,NO,\N,39.0,45,7,2003,7.0,Louisiana Superdome,AstroPlay,48.0,NYG,\N,15,\N
1009,Partly Cloudy,MN,MIA,73,37.0,27,34,2003,2.0,Pro Player Stadium,Grass,70.0,PHI,NE,15,8
1010,Dome,SAT,MIN,\N,54.5,45,20,2003,-3.0,Metrodome,AstroTurf,63.0,KC,\N,16,\N
1011,Clear,SAT,NYJ,47,35.0,16,21,2003,-3.0,The Meadowlands,FieldTurf,30.0,NE,NNW,16,12
1012,Clear,SAT,TB,29,38.0,28,30,2003,7.0,Raymond James Stadium,Grass,53.0,ATL,NNW,16,12
1013,Partly Sunny,SUN,BUF,50,34.0,3,20,2003,1.5,Ralph Wilson Stadium,AstroPlay,35.0,MIA,SW,16,20
1014,Sunny,SUN,CAR,35,37.0,20,14,2003,10.0,Ericsson Stadium,Grass,42.0,DET,SW,16,7
1015,Sunny,SUN,CHI,47,35.0,27,24,2003,4.0,Soldier Field,Grass,46.0,WAS,SW,16,22
1016,Sunny,SUN,CLE,67,36.0,0,35,2003,-3.0,Cleveland Browns Stadium,Grass,34.0,BAL,SSW,16,19
1017,Partly Cloudy,SUN,DAL,72,35.5,19,3,2003,10.5,Texas Stadium,AstroTurf,57.0,NYG,S,16,15
1018,Closed Roof,SUN,HOU,\N,40.0,24,27,2003,-6.0,Reliant Stadium,Grass,,TEN,\N,16,\N
1019,Clear,SUN,JAC,\N,42.0,20,19,2003,1.5,Alltel Stadium,Grass,52.0,NO,NE,16,9
1020,Clear,SUN,PHI,58,41.0,28,31,2003,7.5,Lincoln Financial Field,Grass,35.0,SF,SW,16,16
1021,Fair,SUN,PIT,43,39.5,40,24,2003,6.0,Heinz Field,Grass,36.0,SD,SSW,16,15
1022,Cloudy,SUN,SEA,97,43.5,28,10,2003,14.0,Seahawks Stadium,FieldTurf,49.0,ARI,SE,16,3
1023,Dome,SUN,STL,\N,53.0,27,10,2003,6.5,Edward Jones Dome,AstroTurf,57.0,CIN,\N,16,\N
1024,Dome,SN,IND,\N,48.0,17,31,2003,6.5,RCA Dome,AstroTurf,,DEN,\N,16,\N
1025,Cloudy,MN,OAK,83,44.0,7,41,2003,-5.0,Network Associates Coliseum,Grass,54.0,GB,NE,16,6
1026,Sunny,SAT,NE,41,34.0,31,0,2003,8.0,Gillette Stadium,Grass,42.0,BUF,NNW,17,10
1027,Sunny,SAT,SF,80,44.5,17,24,2003,0.0,3COM Park,Grass,49.0,SEA,NE,17,5
1028,Clear,SAT,WAS,39,41.0,7,31,2003,-7.0,FedExField,Grass,46.0,PHI,N,17,12
1029,Clear,SUN,ARI,16,45.5,18,17,2003,-7.5,Sun Devil Stadium,Grass,51.0,MIN,S,17,4
1030,Dome,SUN,ATL,\N,44.0,21,14,2003,3.0,Georgia Dome,FieldTurf,,JAC,\N,17,\N
1031,Sunny,SUN,CIN,34,41.0,14,22,2003,7.5,Paul Brown Stadium,Grass,56.0,CLE,S,17,10
1032,Dome,SUN,DET,\N,45.0,30,20,2003,-10.0,Ford Field,FieldTurf,74.0,STL,\N,17,\N
1033,Mostly Cloudy,SUN,GB,89,43.0,31,3,2003,6.5,Lambeau Field,Grass,45.0,DEN,S,17,15
1034,Closed Roof,SUN,HOU,\N,45.0,17,20,2003,-7.0,Reliant Stadium,Grass,,IND,\N,17,\N
1035,Clear,SUN,KC,42,45.0,31,3,2003,9.5,Arrowhead Stadium,Grass,46.0,CHI,NW,17,6
1036,Partly Sunny,SUN,MIA,63,37.5,23,21,2003,4.0,Pro Player Stadium,Grass,73.0,NYJ,E,17,10
1037,Dome,SUN,NO,\N,38.5,13,7,2003,-2.0,Louisiana Superdome,MomentumTurf,70.0,DAL,\N,17,\N
1038,Partly Cloudy,SUN,NYG,31,34.0,24,37,2003,-5.0,Giants Stadium,FieldTurf,50.0,CAR,SSW,17,7
1039,Sunny,SUN,SD,48,46.0,21,14,2003,4.0,Qualcomm Stadium,Grass,61.0,OAK,WSW,17,8
1040,Mostly Cloudy,SUN,TEN,34,41.0,33,13,2003,7.0,The Coliseum,Grass,59.0,TB,N,17,16
1041,\N,SN,BAL,64,38.0,13,10,2003,7.5,M&T Bank Stadium,MomentumTurf,42.0,PIT,SSE,17,5
1042,\N,SAT,BAL,65,39.5,17,20,2003,-1.0,M&T Bank Stadium,MomentumTurf,63.0,TEN,SW,18,9
1043,Partly Cloudy,SAT,CAR,81,34.0,29,10,2003,3.0,Ericsson Stadium,Grass,63.0,DAL,SSW,18,9
1044,Mostly Cloudy,SUN,GB,74,44.0,33,27,2003,7.5,Lambeau Field,Grass,20.0,SEA,NNW,18,14
1045,Dome,SUN,IND,\N,49.0,41,10,2003,3.0,RCA Dome,AstroTurf,,DEN,\N,18,\N
1046,Clear,SAT,NE,46,35.0,17,14,2003,6.0,Gillette Stadium,Grass,4.0,TEN,WNW,19,10
1047,Dome,SAT,STL,\N,45.0,23,29,2003,7.0,Edward Jones Dome,AstroTurf,,CAR,\N,19,\N
1048,Clear,SUN,KC,51,51.0,31,38,2003,3.0,Arrowhead Stadium,Grass,51.0,IND,SW,19,13
1049,Clear,SUN,PHI,39,42.0,20,17,2003,5.5,Lincoln Financial Field,AstroTurf,25.0,GB,SW,19,13
1050,Snow,SUN,NE,0,43.0,24,14,2003,3.0,Gillette Stadium,Grass,32.0,IND,SSW,20,2
1051,Mostly Cloudy,SUN,PHI,69,36.5,3,14,2003,4.0,Lincoln Financial Field,Grass,33.0,CAR,WNW,20,19
1052,Closed Roof,SB,NE,\N,37.5,32,29,2003,7.0,Reliant Stadium,Grass,,CAR,\N,21,\N
1053,Rain,THU,NE,99,44.0,27,24,2004,3.0,Gillette Stadium,Grass,73.0,IND,SSE,1,19
1054,Partly Cloudy,SAT,MIA,72,37.0,7,17,2004,-3.0,Pro Player Stadium,Grass,87.0,TEN,E,1,7
1055,Sunny,SUN,BUF,68,35.0,10,13,2004,3.0,Ralph Wilson Stadium,AstroPlay,74.0,JAC,SW,1,12
1056,Sunny,SUN,CHI,48,39.0,16,20,2004,3.0,Soldier Field,Grass,79.0,DET,VAR,1,5
1057,Sunny,SUN,CLE,45,37.0,20,3,2004,-3.0,Cleveland Browns Stadium,Grass,72.0,BAL,VAR,1,10
1058,Clear,SUN,HOU,\N,43.0,20,27,2004,4.5,Reliant Stadium,Grass,,SD,\N,1,\N
1059,Dome,SUN,MIN,\N,44.0,35,17,2004,5.0,Metrodome,AstroTurf,70.0,DAL,\N,1,\N
1060,Dome,SUN,NO,\N,45.0,7,21,2004,-2.5,Louisiana Superdome,MomentumTurf,81.0,SEA,\N,1,\N
1061,Clear,SUN,NYJ,77,42.0,31,24,2004,4.5,The Meadowlands,FieldTurf,76.0,CIN,VAR,1,5
1062,Partly Cloudy,SUN,PHI,50,42.0,31,17,2004,9.0,Lincoln Financial Field,Grass,78.0,NYG,S,1,8
1063,Hazy,SUN,PIT,90,41.5,24,21,2004,4.0,Heinz Field,Grass,65.0,OAK,SE,1,5
1064,Sunny,SUN,SF,72,44.0,19,21,2004,-3.5,3COM,Grass,67.0,ATL,W,1,15
1065,Dome,SUN,STL,\N,45.0,17,10,2004,10.5,Edward Jones Dome,AstroTurf,,ARI,\N,1,\N
1066,Sunny,SUN,WAS,68,38.5,16,10,2004,2.0,FedExField,Grass,81.0,TB,SW,1,5
1067,Cloudy,SN,DEN,19,47.5,34,24,2004,3.0,Invesco Field at Mile High,Grass,82.0,KC,S,1,15
1068,Mostly Cloudy,MN,CAR,58,43.5,14,24,2004,3.0,Bank of America Stadium,Grass,74.0,GB,E,1,5
1069,Partly Cloudy,SUN,ARI,46,41.0,12,23,2004,-8.0,Sun Devil Stadium,Grass,89.0,NE,S,2,19
1070,Dome,SUN,ATL,\N,46.0,34,17,2004,2.5,Georgia Dome,FieldTurf,,STL,\N,2,\N
1071,Sunny,SUN,BAL,\N,35.5,30,13,2004,3.5,Alltel Stadium,Grass,67.0,PIT,N,2,13
1072,Clear,SUN,DAL,36,39.0,19,12,2004,4.5,Texas Stadium,AstroTurf,91.0,CLE,SE,2,12
1073,Dome,SUN,DET,\N,43.5,28,16,2004,3.0,Ford Field,FieldTurf,68.0,HOU,\N,2,\N
1074,Mostly Sunny,SUN,GB,41,41.0,10,21,2004,8.5,Lambeau Field,Grass,74.0,CHI,S,2,15
1075,Clear,SUN,JAC,59,39.0,7,6,2004,-3.0,Alltel Stadium,Grass,78.0,DEN,NE,2,15
1076,Clear,SUN,KC,49,46.5,17,28,2004,6.0,Arrowhead Stadium,Grass,80.0,CAR,S,2,12
1077,Dome,SUN,NO,\N,42.0,30,27,2004,7.5,Louisiana Superdome,MomentumTurf,75.0,SF,\N,2,\N
1078,Sunny,SUN,NYG,50,41.0,20,14,2004,-3.0,Giants Stadium,FieldTurf,62.0,WAS,N,2,16
1079,Partly Cloudy,SUN,OAK,65,37.5,13,10,2004,3.5,Network Associates Coliseum,Grass,64.0,BUF,S,2,15
1080,Clear,SUN,SD,67,46.0,28,34,2004,-3.0,Qualcomm Stadium,Grass,73.0,NYJ,WSW,2,9
1081,Chance Rain,SUN,TB,46,37.0,6,10,2004,-3.0,Raymond James Stadium,Grass,88.0,SEA,NE,2,8
1082,Sunny,SUN,TEN,45,46.5,17,31,2004,1.0,The Coliseum,Grass,71.0,IND,ENE,2,13
1083,Clear,SN,CIN,41,39.0,16,13,2004,5.0,Paul Brown Stadium,FieldTurf,72.0,MIA,NE,2,9
1084,Clear,MN,PHI,69,48.5,27,16,2004,3.0,Lincoln Financial Field,Grass,61.0,MIN,NW,2,1
1085,Dome,SUN,ATL,\N,42.5,6,3,2004,10.0,Georgia Dome,FieldTurf,,ARI,\N,3,\N
1086,Sunny,SUN,CIN,73,34.5,9,23,2004,-3.0,Paul Brown Stadium,FieldTurf,65.0,BAL,E,3,7
1087,Sunny,SUN,DEN,26,46.5,23,13,2004,10.0,Invesco Field at Mile High,Grass,73.0,SD,N,3,7
1088,Dome,SUN,DET,\N,44.0,13,30,2004,-4.5,Ford Field,FieldTurf,68.0,PHI,\N,3,\N
1089,Dome,SUN,IND,\N,48.5,45,31,2004,6.0,RCA Dome,AstroTurf,,GB,\N,3,\N
1090,Clear,SUN,KC,63,47.5,21,24,2004,7.5,Arrowhead Stadium,Grass,71.0,HOU,N,3,3
1091,Mostly Cloudy,SUN,MIA,84,33.0,3,13,2004,1.0,Pro Player Stadium,Grass,79.0,PIT,SW,3,10
1092,Dome,SUN,MIN,\N,44.5,27,22,2004,9.0,Metrodome,AstroTurf,64.0,CHI,\N,3,\N
1093,Sunny,SUN,NYG,50,37.0,27,10,2004,3.0,Giants Stadium,FieldTurf,77.0,CLE,VAR,3,3
1094,Cloudy,SUN,SEA,87,43.5,34,0,2004,10.5,Qwest Field,FieldTurf,57.0,SF,VAR,3,3
1095,Dome,SUN,STL,\N,47.5,25,28,2004,7.0,Edward Jones Dome,AstroTurf,,NO,\N,3,\N
1096,Sunny,SUN,TEN,45,35.5,12,15,2004,6.0,The Coliseum,Grass,76.0,JAC,NNE,3,12
1097,Sunny,SN,OAK,59,34.0,30,20,2004,3.0,Network Associates Coliseum,Grass,71.0,TB,NW,3,12
1098,Cloudy,MN,WAS,68,35.5,18,21,2004,1.5,FedExField,Grass,72.0,DAL,E,3,7
1099,Partly Cloudy,SUN,ARI,17,39.5,34,10,2004,-3.0,Sun Devil Stadium,Grass,93.0,NO,VAR,4,3
1100,Sunny,SUN,BUF,55,34.5,17,31,2004,-5.5,Ralph Wilson Stadium,AstroPlay,58.0,NE,SW,4,13
1101,Cloudy,SUN,CAR,81,38.5,10,27,2004,3.5,Bank of America Stadium,Grass,71.0,ATL,E,4,6
1102,Sunny,SUN,CHI,33,39.0,9,19,2004,-9.0,Soldier Field,Grass,61.0,PHI,SW,4,20
1103,Sunny,SUN,CLE,\N,35.0,17,13,2004,-3.0,Cleveland Browns Stadium,Grass,58.0,WAS,SW,4,12
1104,Partly Sunny,SUN,GB,34,44.0,7,14,2004,7.0,Lambeau Filed,Grass,61.0,NYG,S,4,18
1105,Closed Roof,SUN,HOU,\N,42.0,30,17,2004,-2.0,Reliant Stadium,Grass,,OAK,\N,4,\N
1106,Chance Rain,SUN,JAC,62,43.0,17,24,2004,-3.5,Alltel Stadium,Grass,85.0,IND,SW,4,5
1107,Partly Cloudy,SUN,MIA,65,37.0,9,17,2004,-6.0,Pro Player Stadium,Grass,88.0,NYJ,NE,4,17
1108,Fair,SUN,PIT,66,38.5,28,17,2004,4.5,Heinz Field,Grass,54.0,CIN,E,4,5
